title,content,url,thumbnail,source,date,formatted_date,celebrity,mainCategory,created_at,status
IU graduates from high school,"Teen singing sensation IU has graduated from high school, taking another step toward adulthood. The entertainer, often described as the “nation’s younger sister,” attended the graduation ceremony at Dongduk Girls’ High School on Thursday in Bangb",https://koreajoongangdaily.joins.com/2012/02/10/etc/IU-graduates-from-high-school/2948276.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/02/th_10180720.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-02-10,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to make a cameo appearance on ‘Dream High 2’ tonight,"Idol singer IU will make a cameo appearance on the KBS teenage drama “Dream High 2,” which is set to air tonight. The teenage star, who played the role of Kim Pil-sook in the prequel drama about aspiring singers, will again assume her character ro",https://koreajoongangdaily.joins.com/2012/01/29/etc/IU-to-make-a-cameo-appearance-on-Dream-High-2-tonight/2947590.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/01/th_29215153.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-01-29,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"IU debuts in Japan, looking for a boyfriend","K-pop starlet IU held her first solo concert series in Japan on Jan. 24 in front of some 4,000 delighted fans. The singer performed two separate concerts in one day at Tokyo’s Bunkamura Orchard Hall as she tries to boost her popularity among Japane",https://koreajoongangdaily.joins.com/2012/01/25/etc/IU-debuts-in-Japan-looking-for-a-boyfriend/2947429.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-01-25,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU most-searched on Google Korea,"Koreans searched for singer IU more than any other term on Google over the past year, according to statistics revealed by the Web site. On Friday, Google made public various lists of the most-searched keywords according to certain categories and divi",https://koreajoongangdaily.joins.com/2011/12/19/etc/IU-mostsearched-on-Google-Korea/2945799.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2011/12/th_19220516.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-12-19,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to hold first concert in Japan,"K-pop singer IU will hold her first live concert in Japan on Jan. 24. EMI Music Japan, the agency which will orchestrate IU’s Japanese activities, confirmed on Dec. 14 that IU will take to the stage at Tokyo’s Bunkamura Orchard Hall for the IU Jap",https://koreajoongangdaily.joins.com/2011/12/14/etc/IU-to-hold-first-concert-in-Japan/2945556.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-12-14,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
K-pop star opens up about childhood,"IU, the 18-year-old K-pop singer, spoke candidly about living in poverty leading up to her debut as a singer on a recording of the KBS show “Win Win” on Dec. 13. IU, real name Yi Ji-eun, told the production crew that for a year she had to share a ro",https://koreajoongangdaily.joins.com/2011/12/13/etc/Kpop-star-opens-up-about-childhood/2945495.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2011/12/th_13185127.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-12-13,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU releases second album ‘Last Fantasy’,"IU has made a much-buzzed-about comeback with the release of her second album “Last Fantasy” on the Nov. 29. The young diva is driven to convince the public that she is no longer just an idol singer but a true diva. In the long-awaited album,",https://koreajoongangdaily.joins.com/2011/11/29/etc/IU-releases-second-album-Last-Fantasy/2944789.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2011/11/th_29164710.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-11-29,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU teases fans with new music video,"IU’s fans’ anticipation grew as the singer revealed a preview of an upcoming music video titled “You and I.” On Sunday, fans were in for a surprise as a teaser of the music clip was shown on SBS’s “K-pop Countdown.” The clip featured a somewhat ma",https://koreajoongangdaily.joins.com/2011/11/28/etc/IU-teases-fans-with-new-music-video/2944738.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2011/11/th_29152613.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-11-28,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU lands on Japanese music scene,"Teen singer IU will make a foray into the Japanese music market, according to EMI Music Japan. EMI Music Japan said in a press release yesterday that the 18-year-old girl will release her first album in Japan on Dec. 14. The first album will contain",https://koreajoongangdaily.joins.com/2011/11/10/etc/IU-lands-on-Japanese-music-scene/2943975.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2011/11/th_10201855.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-11-10,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to appear at Corinne Bailey Rae’s first concert in Korea,Korean singer IU will take the stage during the first concert in Korea by British R&B singer-songwriter Corinne Bailey Rae in March. Event organizers said in a press release on Monday that they suggested IU as a special guest for the concert beca,https://koreajoongangdaily.joins.com/2011/02/09/etc/IU-to-appear-at-Corinne-Bailey-Raes-first-concert-in-Korea/2931981.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2011/02/th_09203523.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-02-09,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU takes time off for health,"Female solo singer IU, who became popular with her new album “Real,” released Dec. 9, is putting an early end to promotional activities for the album. “We are worried for IU’s health because of her busy schedule, and have decided to end the promot",https://koreajoongangdaily.joins.com/2011/01/19/etc/IU-takes-time-off-for-health/2931198.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2011/01/th_19205439.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-01-19,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Singer IU wins fans by going her own way,Teen singer IU had a hard time making it in Korea’s ultracompetitive music industry. She is not a picture-perfect beauty. She isn’t backed by any of the nation’s three major entertainment agencies. She was rejected more than 20 times at auditions,https://koreajoongangdaily.joins.com/2011/01/05/etc/Singer-IU-wins-fans-by-going-her-own-way/2930559.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2011/01/th_05204001.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2011-01-05,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
